Time,User,Chat
11:36:26,akrnl131,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:26,ㅋㅋ루쿠크다스,꿔바로우
11:36:26,파카의꿀보이스,중국 가면 고기튀긴거는 꼭 나오는데 그거만 먹음
11:36:26,라이자,ㄹㅇㅋㅋ
11:36:27,dadas1k,중식 짜장면도있어요
11:36:27,정신못차리는재수생,ㄹㅇㅋㅋ
11:36:27,soninuki7,그건 맞는데?
11:36:27,우락끼,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:27,도파친구랄로,그러네요
11:36:28,쥬뷰아씨이것좀먹어봐유,ㅋㅋㅋㅋㅋㅋㅋ
11:36:28,소편,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:28,히라안티팬1호,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:28,파카_9999,K-중식
11:36:28,과자_단맛짠맛,캬
11:36:28,enlil2,커리는 어떤 커리 좋아하시나요
11:36:29,sazaso2,ㄹㅇㅋㅋ
11:36:29,호바바밥,번탕은 좀...
11:36:30,핑와먹는서폿,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:30,세설0,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:30,초이원빈,겜안하냐??
11:36:30,악의대마왕니모,그거 맞는데
11:36:31,엄마난커서얍얍이될래요,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:31,whynunuwhynunu,여환스 ㄷㄷ
11:36:31,박시초,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:31,wnsrbs456,ㅋㅋㅋㅋ
11:36:31,maev9907,정확하네
11:36:31,붕어빵속에붕어,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:31,소편,맞는데요?
11:36:31,NalGangDu,ㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:32,김주청,라멘
11:36:32,gabozagabozazzs,ㄹㅇㅋㅋ
11:36:32,h5uh5u,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:32,일산사는현석,ㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:33,근성론,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:34,재홍이22,크으
11:36:34,파캊쨔응,ㄹㅇ ㅋㅋ
11:36:34,아라가키유2,멘
11:36:34,랄팤사랑개,중국인 운영하는데 가보니까 한국식 자장면이라고 메뉴 구분되어있음
11:36:34,긴밤충,K-중식
11:36:35,Vjvideo2,?
11:36:35,dadas1k,어휴
11:36:35,호바바밥,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:35,akrnl131,그치
11:36:35,김포트,이누키 쿤
11:36:36,엘보코로나,돈코츠 라멘
11:36:36,보이지않는거미,???
11:36:36,미필소년김도현,팤 재 슥
11:36:36,파카랄로화해해,ㄹㅇㅋㅋ
11:36:36,과자_단맛짠맛,라멘ㅋㅋ
11:36:37,밍글밍글_22,라 멘
11:36:37,뱅진이,ㅋㅋㅋㅋㅋ아
11:36:37,장만월이지안신디이지금,라멘ㅇㅈ
11:36:37,이러케저러쿵,라멘은 인정이지
11:36:37,wnsrbs456,그치
11:36:37,멘탈채원,"""중화"" 요리지"
11:36:37,박스훔치는박종우,ㄹㅇㅋㅋ
11:36:37,청해이가,소유라멘
11:36:38,귀망정,뼈라멘 좋아하세요?
11:36:38,슥팤슼팤,솔직히 대거보다 돈가스가 맛있음
11:36:38,fatato100,ㄹㅇ
11:36:38,ektktjsgh,?
11:36:39,재홍이22,돈코츠 라멘
11:36:39,망나니최고,라멘 너무짜
11:36:39,dadas1k,차슈
11:36:40,초고교급파카의여동생,명예일본인이네용
11:36:40,정진비,라면은 싫어하시나요?
11:36:40,김누가님,맞죠
11:36:40,kin4017,그게그거지
11:36:40,guenddse,일본카
11:36:40,dyghks9999,이누키쿤 입갤 ㅋㅋ
11:36:41,김주청,라멘트럭 가보셨나요?
11:36:41,파카가돈절래를그린데이,라멘은 맛있지
11:36:42,톰미,!업타임
11:36:42,쀽쀽뺙뺙,k-라멘
11:36:42,ektktjsgh,그게그거지
11:36:43,sksmswjd6512,김치랑 기무치도 다르죵
11:36:43,장만월이지안신디이지금,돈코츠 마렵다
11:36:43,knp7247,돈코츠라멘은 ㅇㅈ이지
11:36:43,싹둑,방송 업타임: 0 시간 40 분 47 초
11:36:44,차칸매너남,그걸 누가몰라요
11:36:44,아기다람쥐썬더,J-푸드
11:36:44,앨버뉘,ㄹㅇㅋㅋ
11:36:44,enlil2,커리
11:36:44,손블루,일본인이네 걍
11:36:44,fatato100,라면 먹을줄아네
11:36:45,캐스트1,후쿠오카에 라멘 잘하는 집 알아요. 선생님.
11:36:45,매끈한알파카,이누키쿤!!
11:36:45,아무도모르는,모츠나베는요
11:36:46,soninuki7,라면>라멘 ㅇㅈ? ㅋㅋ
11:36:46,근성론,라면은 안좋아하세요?
11:36:47,hdmive,술도 사케만 먹는거 아니냐
11:36:47,wnsrbs456,소니누키
11:36:47,hotw777,띵 띵호와
11:36:48,당나라정예군,돼지고기 숙주볶음
11:36:48,whakffhd,라멘은 인정이죠
11:36:48,미네랄드,롤 해주세요
11:36:49,김포트,역시 장균님 좋아하는 이유가 다 있었네요
11:36:49,손블루,일본인 파카
11:36:50,클라우디12,압구정에 라멘 국물이 기가 막힌곳이 있읍니다
11:36:51,maev9907,사실 라면이라는게
11:36:51,anaki11111,그거 ㅈㄴ맛있어요
11:36:51,김주청,우설 개맛있늠
11:36:51,scorpion7715,파카 일본인임?
11:36:52,소편,맛있을듯
11:36:52,비디어,소혀 ㄷㄷ
11:36:52,고쥰,우설 맛있어
11:36:52,불건전한소환사7,그냥 일본사랑한다 해요
11:36:52,멘탈채원,라멘은 국물 찐득한 맛이지
11:36:52,보이지않는거미,뭐 걍 일본인인가요 ;;
11:36:53,새우는깡,!업타임
11:36:53,뱅진이,딥키스ㅋㅋ
11:36:53,초딩이에욧,이건 라멘. 여자는 라워먼을 찾도록.. 엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:36:54,eogus20,소혀?
11:36:54,싹둑,방송 업타임: 0 시간 40 분 59 초
11:36:54,과자_단맛짠맛,우설 존맛인데
11:36:54,박스훔치는박종우,우설 맛잇는데
11:36:54,꼬지보리_,돈코츠라멘 챠슈덮밥은 ㄹㅇ 맛있음
11:36:54,귤선장님,맛있는데
11:36:54,엄마난커서얍얍이될래요,라면이 상위호환이지 ㅋㅋ
11:36:55,jihyo1593,요즘 수금 쭉당기시네
11:36:55,huii0006,라면이 왜 일본거야
11:36:55,kids4133,우설은 서양도 먹음
11:36:55,애플캐플,그거 존맛임
11:36:55,김해투어가이드김찬호,우설 개맛있는데
11:36:55,chobussy,우리나라도 먹어
11:36:56,클린한사제,간접키스
11:36:56,greendaylovercoin,우설왜
11:36:56,보이지않는거미,선생님 개고기는 드시죠?
11:36:56,Vjvideo2,비싸서 못먹지
11:36:56,파카가돈절래를그린데이,소랑 혀키스ㄷㄷ
11:36:56,알소_,우설맛있음
11:36:56,파카추,왜 우웩이야
11:36:57,scorpion7715,파카 일본인이네
11:36:57,insengmangham,소랑 키스임?
11:36:57,노리모리,나루토가 먹는게 라멘이죠 ㅇㅇ
11:36:57,김주청,우설 개맛있어 ㄹㅇ
11:36:57,로피님,아니 왜 구독했는데 알람안오냐고
11:36:57,도파친구랄로,소키스 ㄷㄷ
11:36:57,Kksji0529,그건 우리나라가 먼저먹엇어 무자식아
11:36:58,hee95294,우설 귀하잖아
11:36:58,idjsjd,맛있는뎅
11:36:58,enlil2,한국도 우설먹는데
11:36:58,비디어,소랑 키스 ㄷㄷ
11:36:58,김누가님,우설 맛있는데 맛알못이네
11:36:58,장만월이지안신디이지금,그거 개비쌈ㅋㅋ
11:36:59,jinoish,우설은 ㄹㅇ 맛있는데
11:36:59,족제비의일상,보드카같은 술 좋아하시나요
11:37:00,박스훔치는박종우,우설 비싸서 못 먹는데 ㅋㅋㅋ
11:37:00,쓰리잼,우설 먹는데?
11:37:00,제비네,우설 비싸서 못먹지;
11:37:00,과자_단맛짠맛,살살 녹음
11:37:01,길가에떨어진휴지조각,우설은 맛있지
11:37:01,lovelydearest,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:02,믛흠믛흠믛,우설 존맛인데
11:37:02,히히오스,ㅇㅇ
11:37:02,dyghks9999,소랑 딥키스 ㅋㅋ
11:37:02,쥬뷰아씨이것좀먹어봐유,돈까스 경양식vs본토식
11:37:02,do_your_best_,먹어봤음?? 고급임 우설
11:37:02,아라가키유2,ㅋㅋㅋㅋ
11:37:02,재홍이22,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:03,ektktjsgh,ㅇㅇ
11:37:03,강사공,우설 개맛있음
11:37:03,조강현의태보비디오,규탄 맛있지
11:37:03,김주청,명예 일본인
11:37:03,불건전한소환사7,너혀씹어먹어 ㅋㅋ
11:37:03,akrnl131,자이스키쿤 이누키쿤
11:37:04,시켜줘손인욱명예소방관,규탕이라고 우설 진짜 맛있습니다
11:37:04,김해투어가이드김찬호,소와 혀를섞는 딥키스
11:37:04,꿀듀,윗입이랑 아랫입이랑 취향이 같으시군요
11:37:04,당나라정예군,ㅇㅇ
11:37:04,파카6969,우설은 중국도 먹음
11:37:04,해뤼스타일스,ㄹㅇㅋㅋ
11:37:04,정긔찮,ㅇㅇ
11:37:04,히라안티팬1호,네
11:37:04,lovelydearest,ㅇㅇ
11:37:05,파라플루,네
11:37:05,핑와먹는서폿,ㅔ
11:37:05,버티면,ㅇㅇ
11:37:05,threekeatons,우설은 ㄹㅇ맛있음
11:37:05,세로엄준식을완성한조강현,혀는 고급요리지
11:37:05,라면뽀스레기,sp
11:37:05,ropdlf56,!후원
11:37:05,악성팤줌마,ㅔ
11:37:05,아기다람쥐썬더,네
11:37:05,kin4017,ㅇㅇ
11:37:05,Mooooooong,ㅇㅇ
11:37:05,당나라정예군,ㅇㅇㅇㅇ
11:37:05,ektktjsgh,맞음
11:37:05,히라안티팬1호,맞음
11:37:05,클라우디12,ㅋㅋㅋㅋㅋㅋ난 일본인할래
11:37:05,정진비,네
11:37:06,히히오스,ㅔ
11:37:06,싹둑,https://toon.at/donate/paka99
11:37:06,트쿠,네
11:37:06,우락끼,ㅋㅋㅋㅋ
11:37:06,티모볶음,들켰노 ㄷㄷ
11:37:06,애플캐플,진짜 혀 씹는 느낌
11:37:06,세설0,네
11:37:06,chobussy,아 ㅋㅋ
11:37:06,암컷타락수치조교,딩동
11:37:06,꼬지보리_,ㅇㅇ
11:37:06,라이자,ㅣ
11:37:06,강진석94,ㅇㅇ
11:37:06,index7972,ㅇㅇ
11:37:06,jihyo1593,ㄹㅇ ㅋㅋ
11:37:06,파카너무좋다,ㄹㅇㅋㅋ
11:37:06,엘보코로나,명예 미국인
11:37:08,m1ghtguy,ㅇㅇ
11:37:08,꽹꽹과리,ㅔ
11:37:08,knp7247,네 ㅋㅋ
11:37:08,알빠야쓰레빠야,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:08,파카를입은손인욱,ㅣ
11:37:08,자람,서양인입니다
11:37:08,정긔찮,당연
11:37:08,망나니최고,카레좋아하면 인도인 ㅋㅋ루삥뽕
11:37:08,insengmangham,명예서양인
11:37:08,절해라일해라,네
11:37:08,h5uh5u,ㅇㅇ
11:37:08,alstjrdl97,네
11:37:08,wnsrbs456,ㅋㅋㅋㅋㅋ
11:37:08,조강현의태보비디오,ㅇㅇ
11:37:09,불건전한소환사7,ㅇㅇ
11:37:09,kp2902,ㅔ
11:37:09,모닝_꼬기,ㅔ
11:37:09,매끈한알파카,규탕ㄹㅇ말잇지
11:37:09,hee95294,김치싫어하면 한국인 아니냐고 ㅋㅋ
11:37:09,gotop456,ㄹㅇㅋㅋ
11:37:09,0001c,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:09,보이지않는거미,일식이 입에맞는데 한식이 입에안맞으면ㅇ ㅣㄹ본인이죠 ..
11:37:09,지이이씨,오
11:37:09,kids4133,오늘부터 갓양인
11:37:09,huii0006,양키고홈
11:37:09,참돔옥돔,당연한걸
11:37:09,강진석94,갓양인이져
11:37:09,훈준장,그렇다네요 ㅋㅋ;
11:37:09,코인의김찬호,ㅔ
11:37:11,차칸매너남,논리 씹 ㅋㅋㅋ
11:37:11,장만월이지안신디이지금,나 서양인이네
11:37:11,알소_,ㅖ
11:37:11,8살소녀과자약탈하는조강현,맞습니다
11:37:11,h5uh5u,ㅔ
11:37:11,guenddse,다 쳐내죠
11:37:11,popkid92,그렇긴해
11:37:12,adadzz11,어떻게 아셨어요?
11:37:12,닉변으로기우제,랄로는 이탈리안이네
11:37:12,index7972,서브웨이 이런거 좋아하면 양키지
11:37:12,didtmdcks062,ㄹㅇ ㅋㅋ
11:37:12,조강현의태보비디오,맞지
11:37:12,해피아트,아침 감튀 갓양인
11:37:12,김찬호의아무코인챌린지,유진초이
11:37:12,재홍이22,명예 미국인 ㅋㅋ
11:37:12,오이싫어,명예 한국인이시네요
11:37:12,neilarm213,ㅔ
11:37:13,김브린,감튀는 갓양인 맞습니다
11:37:14,7ㅇ7,아침으러 감튀 ㄱㄷ
11:37:14,scorpion7715,중국인들은 원숭이 뇌도 먹는데?ㅋㅋㅋㅋㅋ
11:37:14,라이자,캬
11:37:14,seccopoco,전 이테리 사람이네요
11:37:15,천안이방인,ㅋㅋㅋㅋ
11:37:15,클라우디12,이누키상 ㅋㅋㅋㅋㅋㅋ
11:37:15,트리맨99,금발여고생파카
11:37:15,madwon,마라탕 좋아하면 참깨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:15,아나미아원티드,갓양인이죠
11:37:15,매끈한알파카,네
11:37:15,헤쵸,네 전 제가 유러피안이라 생각합니다
11:37:15,악의대마왕니모,감튀먹으면 갓양인인데
11:37:16,첨벙벙,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:16,gabozagabozazzs,ㄹㅇㅋㅋ
11:37:16,귤선장님,치킨 좋아하면 블랙맨이냐고 ㅋㅋㅋ
11:37:16,dk0224,우설 개맛있지
11:37:16,김주청,이누키상ㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:16,areon_ist,돼지 뱃살도쳐먹는데 소혀를왜못먹음 ㅋㅋ
11:37:17,핑와먹는서폿,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:17,kids4133,이누키상 ㅋㅋㅋㅋ
11:37:17,믛흠믛흠믛,오우쉣 오늘부터 명예 미국인
11:37:17,owleoel,???:돈까스가 왜 일본음식이야!!!!!!!!!
11:37:17,레이메이,정확하게 보셨어요
11:37:17,omaziro,이누키상 ㅋㅋ
11:37:17,뱅진이,ㅋㅋㅋㅋㄱ아
11:37:18,자비로운남자,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이누키상이래 ㅋㅋ
11:37:18,명륜진사엄준식_,라멘좋아하고 돈까츠좋아하는거 보니 친일파 이신가요?
11:37:18,do_your_best_,이누키상ㅋㅋㅋ
11:37:18,eogus20,이누키상 ㅋㅋㅋㅋ
11:37:18,캐스트1,이누키ㅋㅋ
11:37:18,쀽쀽뺙뺙,이누키 ㅋㅋ
11:37:18,과자_단맛짠맛,이누키상
11:37:19,뜽둔이,ㄴㄴㄱ
11:37:19,lhj1104,이누키상
11:37:19,초고교급파카의여동생,ㅋㅋㅋㅋㅋ
11:37:19,전국비,이누키상 ㅋㅋㅋㅋ
11:37:19,세설0,쌀국수 좋아하면 응우옌 입니다
11:37:20,이모키도,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:20,roseplanet,아침에 피자 서양인 BloodTrail
11:37:20,Xormralgh,이누키상 ㅋㅋㅋㅋ
11:37:21,김서난,혹시 애니도 좋아하시나요?
11:37:21,gotop456,이누키 ㅋㅋㅋㅋ
11:37:21,h5uh5u,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ씹
11:37:21,트쿠,이누키상 ㅋㅋㅋㅋㅋ
11:37:22,초딩이에욧,햄버거 좋아하면 권상우 아닐까여
11:37:22,미어껄룩,한국음식은 입에 맞으신게 좀 있나요ㅕ?
11:37:22,뱅진이,이누키상~~
11:37:22,파카추,손 이누키 ㅋㅋ
11:37:23,쿄동,이누키상 ㅋㅋ
11:37:23,Ab15900,이누키상ㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:24,NalGangDu,이누키 ㅋㅋㅋ
11:37:24,아나미아원티드,이누키상 ㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:24,라면뽀스레기,이누키 ㅋㅋㅋ
11:37:24,fatato100,ㅇㅈㅇㅈ
11:37:24,박경달,우설 ㅈㄴ 맛잇지
11:37:24,lovejin40,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:25,망나니최고,번데기 먹어봄?
11:37:25,시켜줘손인욱명예소방관,소니누키 ㄷㄷ
11:37:25,김포트,님 국가 정체성은 식문화에서 오는 법이에요
11:37:25,긴밤충,이누키상 다이스키
11:37:25,노리모리,마약도하게생김
11:37:26,인생을건담판승부,사대주의자
11:37:26,종우종우박종우,ㄹㅇㅋㅋ
11:37:26,soninuki7,ㄹㅇ ㅋㅋ
11:37:26,박시초,이누키 ㅋㅋㅋㅋㅋㅋㅋ
11:37:26,길가에떨어진휴지조각,이누키상ㅋㅋ
11:37:26,fatato100,ㅇㅈㅇㅈㅇㅈㅇㅈㅇㅈ
11:37:27,레오루,안토니오 이누키 ㅋㅋㅋ
11:37:27,과자_단맛짠맛,ㄹㅇㅋㅋ
11:37:27,산들산들바람,ㄹㅇ ㅋㅋ
11:37:27,히라안티팬1호,손 이누키상 ㄷㄷ
11:37:27,eogus20,ㅋㅋㅋㅋ
11:37:27,gomelleon,이누키 손
11:37:27,세로엄준식을완성한조강현,ㅋㅋㅋㅋ
11:37:27,아무것도하기귀찮다,ㄹㅇㅋㅋ
11:37:28,재홍이22,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:28,귀망정,깨진 아이폰
11:37:28,흐읅흐읅,ㄹㅇㅋㅋ
11:37:29,비키라고요,ㅋㅋㅋ
11:37:29,강진석94,ㄹㅇㅋㅋ
11:37:30,silent3136,ㅋㅋㅋㅋㅋ
11:37:30,악질남,ㅋㅋㅋㅋㅋ
11:37:30,대깨팟,ㅇㅈ ㅋㅋ
11:37:31,야래향,응 아니야
11:37:31,제노제이,ㅈㄹ ㄴ
11:37:31,h5uh5u,ㄹㅇㅋㅋ
11:37:31,재홍이22,이누키
11:37:31,dizi002,!업타임
11:37:31,anaki11111,왜 또 번탕이나와!
11:37:32,세설0,이누키상 ㅋㅋㅋㅋㅋ
11:37:32,enlil2,아이러니하게도 자이스키군은 한식 좋아하잖아 소주랑ㅋㅋㅋㅋㅋ
11:37:32,세로엄준식을완성한조강현,어허 ㅋㅋ
11:37:32,wkdghdfbf12,이누키 상ㅋㅋㅋㅋㅋㅋㄱㅋㅋ
11:37:33,싹둑,방송 업타임: 0 시간 41 분 36 초
11:37:33,족제비의일상,키즈노 이누키......
11:37:34,컷컽캇,ㅋㅋㅋㅋㅋㅋ
11:37:35,흐읅흐읅,띵 띵호와
11:37:35,hee95294,도네 밀린거 실환가
11:37:35,파카가돈절래를그린데이,아블
11:37:36,피그제로,소노 이누키상ㅋㅋ
11:37:36,도파친구랄로,형이라고해라
11:37:36,미필소년김도현,깨진아이폰 ㅋㅋ
11:37:37,lavendit,누구맘대로 오빠인데
11:37:37,khm2004092,오빠 ?
11:37:38,과자_단맛짠맛,아디다스 깨진 아이폰ㅋㅋ
11:37:38,손블루,나가
11:37:38,syg0602,!업탕미
11:37:39,NEVE_010n,?
11:37:39,dadas1k,일식이라잖아
11:37:39,kids4133,김샴손
11:37:39,김주청,일식!
11:37:40,세설0,양식은 아니지 ㅋㅋ
11:37:40,재규어는빠르다,덜렁
11:37:40,guenddse,일식이라고 10련아
11:37:40,김치전굽는사람,이사람오늘 롤 한판이라도했나요?
11:37:41,이러케저러쿵,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:41,wnsrbs456,아이스블라스트 깨진아이폰
11:37:41,soninuki7,형이라고해라
11:37:41,Mooooooong,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:41,첨벙벙,일식이용
11:37:41,엄마난커서얍얍이될래요,ㅇㅃ?'
11:37:42,syg0602,!업타임
11:37:42,재홍이22,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:42,omaziro,ㅋㅋㅋㅋㅋㅋ
11:37:42,paulblanco01,닉 씹련아 ㅋㅋ
11:37:42,밍글밍글_22,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:42,보이지않는거미,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:43,티모볶음,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:43,버티면,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:43,jinoish,이분 계속 여자인척 하시네요
11:37:43,손블루,나가라고
11:37:43,붕어빵속에붕어,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:43,해뤼스타일스,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:43,이러케저러쿵,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:43,레오루,안토니오 이누키상 ㅋㅋㅋ
11:37:43,싹둑,방송 업타임: 0 시간 41 분 47 초
11:37:43,자람,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:43,johnwns,유튜브 후니라이프 추천이요
11:37:43,greendaylovercoin,ㅋㅋㅋㅋㅋㅋㅋ
11:37:44,앨라스틴,ㅋㅋㅋㅋㅋㅋ
11:37:44,chobussy,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:44,기인더샤이너구리그리고,선생님 수금다한거같은데 롤하죠..
11:37:44,피그제로,소노 이누키상ㅋㅋㅋㅋㅋㅋㅋ
11:37:44,으아아엑,구식이십니다
11:37:44,kw3528000,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:44,이재석박종우김찬호김치민,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:44,20200105부터숨참음,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:44,야래향,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:44,클라우디12,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:44,hee95294,ㄹㅇㅋㅋ
11:37:44,박경달,손 정의의 무스코! 소니눅
11:37:44,anaki11111,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:45,레이메이,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:45,라이자,ㅋㅋㅋㅋㅋㅋ
11:37:45,h5uh5u,닉넴부터 바꿔라 ㅋㅋㅋㅋ
11:37:45,동석쓰,김샴손
11:37:45,alstjrdl97,ㅋㅋㅋ
11:37:45,손인욱너무귀여워요,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:45,booribori,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:45,아메감자의뜻은,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:45,쥬뷰아씨이것좀먹어봐유,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:45,랄팤사랑개,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:46,재홍이22,김찬호샴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:46,scsc0385,ㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:46,산들산들바람,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:46,아라가키유2,ㅋㅋㅋㅋㅋ
11:37:46,yim2240917,히히 김찬호
11:37:46,치킨먹고자,ㅋㅋㅋㄹㅇ
11:37:46,크어앙,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:46,해뤼스타일스,김샴손
11:37:46,초고교급파카의여동생,ㅋㅋㅋㅋㅋㅋㅋ
11:37:46,과자_단맛짠맛,ㅋㅋㅋㅋㅋㅋ
11:37:46,islee0102,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:46,파카를입은손인욱,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:46,전국비,ㅋㅋㅋㅋㅋㅋ
11:37:46,astrinluc__,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:47,핑와먹는서폿,ㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:47,보이지않는거미,김샴손 ㅋㅋㅋㅋㅋㅋ
11:37:47,세상에서가장멋있는박종우,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:47,김누가님,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:47,eogus20,쟤는 닉왜저러냐
11:37:47,지이이씨,닉 ㅈㄴ역해ㅋㅋㅋ
11:37:47,모닝_꼬기,개악질련
11:37:47,neilarm213,ㄴㄱ
11:37:48,도파친구랄로,ㄹㅇㅋㅋ
11:37:48,jinoish,ㅋㅋㅋㅋㅋㅋ
11:37:48,jihyo1593,ㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:48,세설0,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ?
11:37:48,귤선장님,엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:48,불건전한소환사7,ㅋㅋㅋㅋㅋ
11:37:48,potha96,ㅋㅋㅋㅋ
11:37:48,knp7247,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:49,파카가돈절래를그린데이,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:49,김찬호의아무코인챌린지,김삼손 ㅋㅋㅋㅋ
11:37:49,gomelleon,김샴손 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:49,a4112,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:37:50,연지히메,ㅋㅋㅋㅋㅋㅋㅋ
